,slab,eta,pH,dict_ads,R_CO(g),R_CH2O(g),R_CH3OH(l),R_CH4(g)
151,Cd1Cu3,-1.0,4,"{'*CO': 0.9999832486317598, '*CHO': 1.6704465215699254e-08, '*COH': 2.097510346350514e-08, '*CH2O': 6.636686274258966e-12, '*CHOH': 1.483641080846821e-12, '*C': 1.4620602513573192e-05, '*CH3O': 2.7798673993344495e-09, '*CH2OH': 2.1863747091046731e-13, '*CH': 5.014837512721269e-07, '*O': 1.3555041300022178e-16, '*CH3OH': 1.9967384561409757e-12, '*CH2': 7.529518175193171e-10, '*OH': 3.5323760839919627e-11, '*CH3': 1.5877084704448542e-06, '*H2O': 1.180073759149707e-16, '*CH4': 2.8727670085432656e-10}",-175.07065019916504,0.1317464091448704,0.03871355318195059,174.89996955497514
152,Cd1Cu3,-1.0,5,"{'*CO': 0.9999897498128996, '*CHO': 1.170753816582322e-08, '*COH': 1.011380122009786e-08, '*CH2O': 2.3119631030218006e-12, '*CHOH': 6.304678446418481e-13, '*C': 9.124544934538223e-06, '*CH3O': 1.2426297318341228e-09, '*CH2OH': 7.742558907679491e-14, '*CH': 2.858596737872958e-07, '*O': 3.6827713597922277e-17, '*CH3OH': 4.1571594427246533e-13, '*CH2': 3.1671256737536476e-10, '*OH': 1.302414564865819e-11, '*CH3': 8.16298119388344e-07, '*H2O': 2.635756156490013e-17, '*CH4': 7.94376580979167e-11}",-48.417519060176815,0.045895319487972076,0.008060064785991493,48.3632426176165
153,Cd1Cu3,-1.0,6,"{'*CO': 0.9999937679913965, '*CHO': 8.201760647569552e-09, '*COH': 4.828202417456104e-09, '*CH2O': 7.569130555851392e-13, '*CHOH': 2.654008911752997e-13, '*C': 5.643735937446866e-06, '*CH3O': 5.232864236836199e-10, '*CH2OH': 2.7382768788498533e-14, '*CH': 1.618153647812364e-07, '*O': 9.257333422019848e-18, '*CH3OH': 7.856754596875765e-14, '*CH2': 1.3253058859051877e-10, '*OH': 4.7526277110861795e-12, '*CH3': 4.1274236033667126e-07, '*H2O': 6.0282833742856024e-18, '*CH4': 2.1199653280270407e-11}",-12.923191146951087,0.015025657833938869,0.0015232985871946863,12.906768688926274
154,Cd1Cu3,-0.9,0,"{'*CO': 0.9999490729073317, '*CHO': 3.8222290749120276e-08, '*COH': 1.0893229209937158e-07, '*CH2O': 5.708909144747827e-11, '*CHOH': 1.0402050715508693e-11, '*C': 4.2030812794499256e-05, '*CH3O': 1.3560756580786384e-08, '*CH2OH': 2.266414715329803e-12, '*CH': 1.7904107108721953e-06, '*O': 2.281564706670249e-15, '*CH3OH': 4.688138064943726e-11, '*CH2': 5.451550959392036e-09, '*OH': 3.441147253345326e-10, '*CH3': 6.9338699965219584e-06, '*H2O': 4.212786849856012e-15, '*CH4': 4.8917881491408525e-09}",-2980.277145212341,1.133288886762724,0.9089547093328073,2978.23502085334
155,Cd1Cu3,-0.9,1,"{'*CO': 0.999968411283749, '*CHO': 2.667551620518414e-08, '*COH': 5.372707777604895e-08, '*CH2O': 2.3643623214886187e-11, '*CHOH': 4.498690726358372e-12, '*C': 2.675856760177692e-05, '*CH3O': 7.169119160308961e-09, '*CH2OH': 8.365789240707693e-13, '*CH': 1.036498709638397e-06, '*O': 6.879748700302041e-16, '*CH3OH': 1.3049309622766306e-11, '*CH2': 2.3221904898493623e-09, '*OH': 1.3069053467622496e-10, '*CH3': 3.701972600972721e-06, '*H2O': 8.8742111417975725e-16, '*CH4': 1.466846491384993e-09}",-893.7704400095155,0.46935508610934906,0.25300516475505563,893.0481115206369
156,Cd1Cu3,-0.9,2,"{'*CO': 0.9999805204875841, '*CHO': 1.865477085129253e-08, '*COH': 2.6238680034759388e-08, '*CH2O': 9.067790784301304e-12, '*CHOH': 1.9309341532287534e-12, '*C': 1.6889128310422726e-05, '*CH3O': 3.517382657367168e-09, '*CH2OH': 3.010720830088461e-13, '*CH': 5.960140189303145e-07, '*O': 2.0276577921432102e-16, '*CH3OH': 3.172891876327061e-12, '*CH2': 9.835064060490375e-10, '*OH': 4.845893821178422e-11, '*CH3': 1.9444464624721897e-06, '*H2O': 1.8972718628191913e-16, '*CH4': 4.2469322055066414e-10}",-258.8039368435765,0.18000683252758337,0.06151727985054355,258.5620705951349
157,Cd1Cu3,-0.9,3,"{'*CO': 0.9999880582721697, '*CHO': 1.3064236638379261e-08, '*COH': 1.2689974852785019e-08, '*CH2O': 3.228835917675021e-12, '*CHOH': 8.22223533502455e-13, '*C': 1.0568563080623089e-05, '*CH3O': 1.6060068316725415e-09, '*CH2OH': 1.0680692427547043e-13, '*CH': 3.4044820627853414e-07, '*O': 5.600807798655842e-17, '*CH3OH': 6.83632359030544e-13, '*CH2': 4.143421332414263e-10, '*OH': 1.7839441144254645e-11, '*CH3': 1.0047889327959668e-06, '*H2O': 4.187949718207278e-17, '*CH4': 1.1872172637320032e-10}",-72.35767144181825,0.06409637585576004,0.013254533966046247,72.2801882905766
158,Cd1Cu3,-0.9,4,"{'*CO': 0.9999927243457263, '*CHO': 9.155937036792083e-09, '*COH': 6.077296549891192e-09, '*CH2O': 1.0762589935610374e-12, '*CHOH': 3.472200586321535e-13, '*C': 6.555640287990027e-06, '*CH3O': 6.881028852006474e-10, '*CH2OH': 3.776698309973259e-14, '*CH': 1.931492102441563e-07, '*O': 1.4259251367136596e-17, '*CH3OH': 1.3287234895451662e-13, '*CH2': 1.736716957817272e-10, '*OH': 6.488037397485516e-12, '*CH3': 5.107265048487162e-07, '*H2O': 9.495258447379423e-18, '*CH4': 3.2036818613113493e-11}",-19.528631635586088,0.02136506862792322,0.0025761815383687874,19.50465192534929
159,Cd1Cu3,-0.9,5,"{'*CO': 0.9999956005802256, '*CHO': 6.415379664409663e-09, '*COH': 2.8787007419331624e-09, '*CH2O': 3.3917610954389156e-13, '*CHOH': 1.453052873470144e-13, '*C': 4.026013662820014e-06, '*CH3O': 2.79350394833997e-10, '*CH2OH': 1.3397947462348633e-14, '*CH': 1.0870995116287548e-07, '*O': 3.491812458059136e-18, '*CH3OH': 2.3688011379864713e-14, '*CH2': 7.23604509413549e-11, '*OH': 2.3799405958350063e-12, '*CH3': 2.5503831504611916e-07, '*H2O': 2.1983569174370843e-18, '*CH4': 8.334592725534756e-12}",-5.081773906089784,0.006733064160867594,0.0004592725128865336,5.074264015676977
160,Cd1Cu3,-0.9,6,"{'*CO': 0.9999973762413681, '*CHO': 4.481144273674875e-09, '*COH': 1.3406433833673516e-09, '*CH2O': 1.017677888953477e-13, '*CHOH': 6.00972340671151e-14, '*C': 2.433099829735671e-06, '*CH3O': 1.0820588998718695e-10, '*CH2OH': 4.764681017147588e-15, '*CH': 6.033352725119583e-08, '*O': 8.289294680498658e-19, '*CH3OH': 3.919526991368249e-15, '*CH2': 2.9796550586686634e-11, '*OH': 8.73401181435226e-13, '*CH3': 1.2436215931558249e-07, '*H2O': 5.079751018054951e-19, '*CH4': 2.077699221141433e-12}",-1.2669371781473788,0.002020216143947881,7.599333611357677e-05,1.264943910331665
161,Cd1Cu3,-0.8,0,"{'*CO': 0.999977360782013, '*CHO': 2.0835635498361458e-08, '*COH': 3.2792519233616475e-08, '*CH2O': 1.2301037368687958e-11, '*CHOH': 2.5111917495082097e-12, '*C': 1.9493580734134966e-05, '*CH3O': 4.4207175755426e-09, '*CH2OH': 4.1402069526451594e-13, '*CH': 7.079118494576602e-07, '*O': 2.8956203482764606e-16, '*CH3OH': 4.984606310302155e-12, '*CH2': 1.2840075081496247e-09, '*OH': 6.507143507004923e-11, '*CH3': 2.3776201294231048e-06, '*H2O': 3.026308693567489e-16, '*CH4': 6.257341704222564e-10}",-381.30082026548286,0.24419076555829175,0.09664351427272987,380.96012804892086
162,Cd1Cu3,-0.8,1,"{'*CO': 0.9999860957052464, '*CHO': 1.458611673957482e-08, '*COH': 1.5907436748423246e-08, '*CH2O': 4.4789197283948295e-12, '*CHOH': 1.071952135768065e-12, '*C': 1.2230916348354253e-05, '*CH3O': 2.062457662822476e-09, '*CH2OH': 1.4733760027860013e-13, '*CH': 4.0519932500157674e-07, '*O': 8.20045532915849e-17, '*CH3OH': 1.112895508196531e-12, '*CH2': 5.418056859658127e-10, '*OH': 2.393221292104076e-11, '*CH3': 1.2348563381630327e-06, '*H2O': 6.616549398757598e-17, '*CH4': 1.7683414579374523e-10}",-107.77061249285707,0.08891208152370046,0.021577257306791945,107.66022815452202
163,Cd1Cu3,-0.8,2,"{'*CO': 0.9999915118538999, '*CHO': 1.0220984681353094e-08, '*COH': 7.64170067663613e-09, '*CH2O': 1.5221591157683212e-12, '*CHOH': 4.538719971033073e-13, '*C': 7.6077960660003305e-06, '*CH3O': 9.001834952833373e-10, '*CH2OH': 5.210064311763319e-14, '*CH': 2.3038022064368557e-07, '*O': 2.1882488949701136e-17, '*CH3OH': 2.2286459275110729e-13, '*CH2': 2.2745964509846412e-10, '*OH': 8.86510969576731e-12, '*CH3': 6.309153895567822e-07, '*H2O': 1.4986757292445025e-17, '*CH4': 4.824566699997636e-11}",-29.407479303797675,0.030216736088221834,0.004320986675700404,29.372925259178277
164,Cd1Cu3,-0.8,3,"{'*CO': 0.99999485384993, '*CHO': 7.163229469457163e-09, '*COH': 3.633037610590313e-09, '*CH2O': 4.876189020097024e-13, '*CHOH': 1.9049592195474017e-13, '*C': 4.687968961585459e-06, '*CH3O': 3.7123307515552145e-10, '*CH2OH': 1.8458515854352867e-14, '*CH': 1.300215165849623e-07, '*O': 5.417614038407499e-18, '*CH3OH': 4.074380984052752e-14, '*CH2': 9.497054351957855e-11, '*OH': 3.244658382201594e-12, '*CH3': 3.16879195034689e-07, '*H2O': 3.454805860326585e-18, '*CH4': 1.2698018020762377e-11}",-7.741331024646445,0.009679836701052411,0.000789957064354341,7.7308038327914534
165,Cd1Cu3,-0.8,4,"{'*CO': 0.9999969135530703, '*CHO': 5.011539601204636e-09, '*COH': 1.7031333348497858e-09, '*CH2O': 1.485059553786916e-13, '*CHOH': 7.912371008120573e-14, '*C': 2.851100657603845e-06, '*CH3O': 1.4586168292492446e-10, '*CH2OH': 6.563882417779743e-15, '*CH': 7.257231035722689e-08, '*O': 1.2980480766836269e-18, '*CH3OH': 6.894273562240079e-15, '*CH2': 3.930118203604366e-11, '*OH': 1.1923019653295694e-12, '*CH3': 1.5586916532440872e-07, '*H2O': 8.01140661853304e-19, '*CH4': 3.211875578259728e-12}",-1.9587255054274548,0.0029480264019193163,0.00013366889658574953,1.9554527517219604
166,Cd1Cu3,-0.8,5,"{'*CO': 0.9999982006998882, '*CHO': 3.468254138791822e-09, '*COH': 7.737367127537571e-10, '*CH2O': 4.296241497309007e-14, '*CHOH': 3.2233841315984964e-14, '*C': 1.6818239685274898e-06, '*CH3O': 5.45545838353968e-11, '*CH2OH': 2.3196479523181046e-15, '*CH': 3.937015351283458e-08, '*O': 3.0096280132571515e-19, '*CH3OH': 1.0830005830386847e-15, '*CH2': 1.584568996595725e-11, '*OH': 4.3264814589629097e-13, '*CH3': 7.37922447842033e-08, '*H2O': 1.8104907184011104e-19, '*CH4': 7.672780967492743e-13}",-0.4682423795305024,0.0008528569329621395,2.099764270007702e-05,0.4671338666475265
167,Cd1Cu3,-0.8,6,"{'*CO': 0.9999990515470774, '*CHO': 2.247207467891795e-09, '*COH': 3.1695122595363337e-10, '*CH2O': 1.1239730553818952e-14, '*CHOH': 1.212727068019763e-14, '*C': 8.952661256941893e-07, '*CH3O': 1.8490035584810554e-11, '*CH2OH': 7.647697238522785e-16, '*CH': 1.9314446998350026e-08, '*O': 6.432780532510526e-20, '*CH3OH': 1.5075993919102634e-16, '*CH2': 5.792625766480878e-12, '*OH': 1.457544760344731e-13, '*CH3': 3.128356174390955e-08, '*H2O': 3.6736462782884087e-20, '*CH4': 1.6105462353550545e-13}",-0.09855290448693495,0.0002231225161214772,2.922993197045615e-06,0.09805318716068329
168,Cd1Cu3,-0.7,0,"{'*CO': 0.9999901036839222, '*CHO': 1.1410133402145808e-08, '*COH': 9.599403738392874e-09, '*CH2O': 2.1406511267739317e-12, '*CHOH': 5.927877637654527e-13, '*C': 8.821021927015754e-06, '*CH3O': 1.1712330288958576e-09, '*CH2OH': 7.189081875446204e-14, '*CH': 2.745977972398298e-07, '*O': 3.34459912972044e-17, '*CH3OH': 3.7055942436096744e-13, '*CH2': 2.977549556281084e-10, '*OH': 1.2124672343032226e-11, '*CH3': 7.781230176347608e-07, '*H2O': 2.3716247772114972e-17, '*CH4': 7.240642383300218e-11}",-44.13229385858434,0.042494565439719564,0.007184552357346126,44.0824839818568
169,Cd1Cu3,-0.7,1,"{'*CO': 0.9999939861573086, '*CHO': 7.997189127848416e-09, '*COH': 4.579213059936316e-09, '*CH2O': 6.976732345854654e-13, '*CHOH': 2.494995605227836e-13, '*C': 5.452308497933323e-06, '*CH3O': 4.91077493547347e-10, '*CH2OH': 2.5441255141416704e-14, '*CH': 1.5535745429739344e-07, '*O': 8.379592154995975e-18, '*CH3OH': 6.956647333191148e-14, '*CH2': 1.2454846141184838e-10, '*OH': 4.425519654160829e-12, '*CH3': 3.9295807833962285e-07, '*H2O': 5.432700201515885e-18, '*CH4': 1.9273721053968208e-11}",-11.74928912004487,0.013849674312559691,0.0013487822387217834,11.734222716284792
170,Cd1Cu3,-0.7,2,"{'*CO': 0.9999963779665796, '*CHO': 5.600137186608473e-09, '*COH': 2.1578338773014346e-09, '*CH2O': 2.1569675823919863e-13, '*CHOH': 1.0400401096415597e-13, '*C': 3.3322304369963224e-06, '*CH3O': 1.9574261295080733e-10, '*CH2OH': 9.039272461252645e-15, '*CH': 8.708418968246276e-08, '*O': 2.026763795963363e-18, '*CH3OH': 1.2043592777563572e-14, '*CH2': 5.1725176710337066e-11, '*OH': 1.626029724723612e-12, '*CH3': 1.9470596363238537e-07, '*H2O': 1.26074428081966e-18, '*CH4': 4.9396398572555785e-12}",-3.011926677654422,0.004281846721069643,0.00023350592966345148,3.0073496589360675
171,Cd1Cu3,-0.7,3,"{'*CO': 0.9999978617406908, '*CHO': 3.897298975249883e-09, '*COH': 9.936158297027524e-10, '*CH2O': 6.349558540279848e-14, '*CHOH': 4.271851312277456e-14, '*C': 1.9918009895581335e-06, '*CH3O': 7.444743880369188e-11, '*CH2OH': 3.2085556474972617e-15, '*CH': 4.784071351647048e-08, '*O': 4.753931256083462e-19, '*CH3OH': 1.9381408011640793e-15, '*CH2': 2.1102548330011833e-11, '*OH': 5.941327415723247e-13, '*CH3': 9.362911191668896e-08, '*H2O': 2.8863799964542685e-19, '*CH4': 1.205633815996755e-12}",-0.7351636982441312,0.001260465694425822,3.757743872223815e-05,0.7340134021928265
172,Cd1Cu3,-0.7,4,"{'*CO': 0.9999988201919969, '*CHO': 2.6142688978715584e-09, '*COH': 4.264043462905496e-10, '*CH2O': 1.7374838696376935e-14, '*CHOH': 1.6684180230885504e-14, '*C': 1.1104942165296202e-06, '*CH3O': 2.6374960527593833e-11, '*CH2OH': 1.0952137992767015e-15, '*CH': 2.4565486686607704e-08, '*O': 1.0564244852351936e-19, '*CH3OH': 2.838599392977848e-16, '*CH2': 8.067710865967842e-12, '*OH': 2.078777263713869e-13, '*CH3': 4.167264708577002e-08, '*H2O': 6.149546838771261e-20, '*CH4': 2.672511828050927e-13}",-0.16338650645985028,0.00034491198063669115,5.50358852579448e-06,0.1627077213526375
173,Cd1Cu3,-0.7,5,"{'*CO': 0.9999995061713582, '*CHO': 1.3379308471787562e-09, '*COH': 1.451460426042686e-10, '*CH2O': 3.689684068910608e-15, '*CHOH': 5.530730217271561e-15, '*C': 4.6769019609983914e-07, '*CH3O': 6.922933382948606e-12, '*CH2OH': 3.1912967370734267e-16, '*CH': 1.0034930094829174e-08, '*O': 1.770160690772918e-20, '*CH3OH': 3.1901331726336924e-17, '*CH2': 2.4604802123381805e-12, '*OH': 5.2318405952544496e-14, '*CH3': 1.4610943114921155e-08, '*H2O': 1.026160977650598e-20, '*CH4': 4.579037631215673e-14}",-0.028201549138959812,7.324478013122356e-05,6.1851560907454e-07,0.02787807039808886
174,Cd1Cu3,-0.7,6,"{'*CO': 0.9999998731626917, '*CHO': 3.7726477172883266e-10, '*COH': 3.018556231681427e-11, '*CH2O': 4.178410091337763e-16, '*CHOH': 8.98469428413634e-16, '*C': 1.2081036547890987e-07, '*CH3O': 9.742395281837647e-13, '*CH2OH': 4.588370953811727e-17, '*CH': 2.5109354335709587e-09, '*O': 1.619322572184127e-21, '*CH3OH': 1.8657043300275143e-18, '*CH2': 4.609866602197119e-13, '*OH': 7.168130892839344e-15, '*CH3': 3.1071081836855824e-09, '*H2O': 1.0486124881419816e-21, '*CH4': 4.669076445967923e-15}",-0.002681939830519578,8.294659453823685e-06,3.617301183346176e-08,0.0028426242814117114
175,Cd1Cu3,-0.6,0,"{'*CO': 0.999995756703564, '*CHO': 6.254922273905212e-09, '*COH': 2.728455003708026e-09, '*CH2O': 3.1186336334497294e-13, '*CHOH': 1.365314898143396e-13, '*C': 3.887081410266552e-06, '*CH3O': 2.615404104303241e-10, '*CH2OH': 1.2448854667856008e-14, '*CH': 1.0431808623847327e-07, '*O': 3.1557324586098396e-18, '*CH3OH': 2.089522528330801e-14, '*CH2': 6.7974805110063e-11, '*OH': 2.2166302687391953e-12, '*CH3': 2.425730432430558e-07, '*H2O': 1.9817794281328673e-18, '*CH4': 7.562910587749727e-12}",-4.611385432318316,0.00619087245752472,0.0004051248738993939,4.604448667929007
176,Cd1Cu3,-0.6,1,"{'*CO': 0.9999974733370556, '*CHO': 4.366833980554792e-09, '*COH': 1.268397514592827e-09, '*CH2O': 9.324943034913506e-14, '*CHOH': 5.640542353299385e-14, '*C': 2.345076706221045e-06, '*CH3O': 1.0097231887693569e-10, '*CH2OH': 4.4264954479385965e-15, '*CH': 5.7804481503606136e-08, '*O': 7.475372846612108e-19, '*CH3OH': 3.439738280052087e-15, '*CH2': 2.7951083564285436e-11, '*OH': 8.130208710675694e-13, '*CH3': 1.1801456828157801e-07, '*H2O': 4.573479200424942e-19, '*CH4': 1.878512459981652e-12}",-1.1455466042665008,0.0018511162190915803,6.669100323441956e-05,1.1436751034674624
177,Cd1Cu3,-0.6,2,"{'*CO': 0.9999985622812988, '*CHO': 2.98293535274776e-09, '*COH': 5.618362767474386e-10, '*CH2O': 2.6263196119029933e-14, '*CHOH': 2.260890583849346e-14, '*C': 1.3491839719021518e-06, '*CH3O': 3.679521814976955e-11, '*CH2OH': 1.5456304544671502e-15, '*CH': 3.060912641558062e-08, '*O': 1.6996353677932053e-19, '*CH3OH': 5.219020090905646e-16, '*CH2': 1.101084979036053e-11, '*OH': 2.904621042733128e-13, '*CH3': 5.433220797191318e-08, '*H2O': 1.0070797437796778e-19, '*CH4': 4.332590962186079e-13}",-0.26408550526104285,0.0005213568395977907,1.0118842116029203e-05,0.2637765763754532
178,Cd1Cu3,-0.6,3,"{'*CO': 0.9999993355607506, '*CHO': 1.6897949954705285e-09, '*COH': 2.112260535609553e-10, '*CH2O': 6.230434701140784e-15, '*CHOH': 8.27149802875311e-15, '*C': 6.276400866234742e-07, '*CH3O': 1.1317130835329537e-11, '*CH2OH': 4.960804162911876e-16, '*CH': 1.3797730926171577e-08, '*O': 3.318839859362093e-20, '*CH3OH': 6.579370402695689e-17, '*CH2': 3.702384896791405e-12, '*OH': 8.522336209544493e-14, '*CH3': 2.108520030441864e-08, '*H2O': 1.8672978519268856e-20, '*CH4': 8.265084319196221e-14}",-0.05027256258361477,0.00012368181429195922,1.2756342985489528e-06,0.05031943959538132
179,Cd1Cu3,-0.6,4,"{'*CO': 0.9999997973834485, '*CHO': 6.128586612422041e-10, '*COH': 5.215391503297076e-11, '*CH2O': 9.152384803012635e-16, '*CHOH': 1.7328968361025917e-15, '*C': 1.9251729143677214e-07, '*CH3O': 1.968581220383659e-12, '*CH2OH': 9.191012397726263e-17, '*CH': 4.095764901835317e-09, '*O': 3.731542832857841e-21, '*CH3OH': 5.014792458083957e-18, '*CH2': 8.221606559425075e-13, '*OH': 1.4399299278338413e-14, '*CH3': 5.335663559845283e-09, '*H2O': 2.248724967457103e-21, '*CH4': 1.0087698876407097e-14}",-0.006130535685026156,1.8168612814889047e-05,9.722877521860636e-08,0.00614158678158914
180,Cd1Cu3,-0.6,5,"{'*CO': 0.9999999617333951, '*CHO': 1.0406785006705533e-10, '*COH': 7.641025097985259e-12, '*CH2O': 5.86272631535977e-17, '*CHOH': 1.68532140867316e-16, '*C': 3.663600004680806e-08, '*CH3O': 1.637571580460355e-13, '*CH2OH': 7.914112656226474e-18, '*CH': 7.232762968024389e-10, '*O': 2.0437799033418203e-22, '*CH3OH': 1.6530842772863963e-19, '*CH2': 1.0893964572986052e-13, '*OH': 1.2248058077098059e-15, '*CH3': 7.953447241373084e-10, '*H2O': 1.8083879103494865e-22, '*CH4': 7.116010500379048e-16}",-0.0006127823144994096,1.1638234925215447e-06,3.2050650342387605e-09,0.0004332365077617789
181,Cd1Cu3,-0.6,6,"{'*CO': 0.9999999945188643, '*CHO': 1.1460088055672817e-11, '*COH': 8.474362633214013e-13, '*CH2O': 2.369609183704918e-18, '*CHOH': 1.0540242331612657e-17, '*C': 5.282747527182034e-09, '*CH3O': 8.614406568972136e-15, '*CH2OH': 4.38532174450228e-19, '*CH': 9.6952607977867e-11, '*O': 7.213395841590824e-24, '*CH3OH': 3.415299232683715e-21, '*CH2': 1.0991915989992084e-14, '*OH': 6.64484048766041e-17, '*CH3': 8.910837914390827e-11, '*H2O': 3.479384224017172e-23, '*CH4': 3.7017693833645434e-17}",7.693685775827372e-05,4.70396652981293e-08,6.621716933939848e-11,2.2537088831002095e-05
182,Cd1Cu3,-0.5,0,"{'*CO': 0.9999982724289569, '*CHO': 3.374602410870086e-09, '*COH': 7.297658121641835e-10, '*CH2O': 3.9236416877330394e-14, '*CHOH': 3.019493187288392e-14, '*C': 1.6160072862965878e-06, '*CH3O': 5.074480668187766e-11, '*CH2OH': 2.1519898372681713e-15, '*CH': 3.760801225845989e-08, '*O': 2.707684640525904e-19, '*CH3OH': 9.463309066425165e-16, '*CH2': 1.482206981048915e-11, '*OH': 4.019886612330457e-13, '*CH3': 6.978457642320402e-08, '*H2O': 1.6248411262000014e-19, '*CH4': 6.906884471371658e-13}",-0.42134147598298527,0.0007788912746032513,1.834783707868948e-05,0.42050459142279073
183,Cd1Cu3,-0.5,1,"{'*CO': 0.9999991010415357, '*CHO': 2.1304203520355325e-09, '*COH': 2.949760749148301e-10, '*CH2O': 9.971295638743945e-15, '*CHOH': 1.1655076619407744e-14, '*C': 8.488731086498693e-07, '*CH3O': 1.6709207664196894e-11, '*CH2OH': 7.270622176754832e-16, '*CH': 1.8209889078340416e-08, '*O': 5.629649078874522e-20, '*CH3OH': 1.283620891954097e-16, '*CH2': 5.348955741929988e-12, '*OH': 1.3185903049997806e-13, '*CH3': 2.9427700827479874e-08, '*H2O': 3.2479851464692945e-20, '*CH4': 1.4279921040766636e-13}",-0.08682767859762737,0.00019794251839531224,2.4887348422270925e-06,0.08693893600485297
184,Cd1Cu3,-0.5,2,"{'*CO': 0.9999996932414853, '*CHO': 8.96003200780881e-10, '*COH': 8.539566004119136e-11, '*CH2O': 1.799332194494712e-15, '*CHOH': 3.0055438260615425e-15, '*C': 2.907623933141008e-07, '*CH3O': 3.728173825217872e-12, '*CH2OH': 1.6559363682540398e-16, '*CH': 6.332684065968987e-09, '*O': 8.073600872535533e-21, '*CH3OH': 1.2082027516686222e-17, '*CH2': 1.390286126786961e-12, '*OH': 2.7126558594700705e-14, '*CH3': 8.676865412437182e-09, '*H2O': 4.598514337827193e-21, '*CH4': 2.0601741003087624e-14}",-0.012338008220655962,3.571896360430369e-05,2.3425111755347433e-07,0.012542739819476328
185,Cd1Cu3,-0.5,3,"{'*CO': 0.9999999330435603, '*CHO': 1.9511013863317626e-10, '*COH': 1.4465545486234435e-11, '*CH2O': 1.490916993770047e-16, '*CHOH': 3.758270079876356e-16, '*C': 6.395543937583493e-08, '*CH3O': 3.839819995814809e-13, '*CH2OH': 1.832422750611065e-17, '*CH': 1.2919797046853628e-09, '*O': 5.443500222306423e-22, '*CH3OH': 5.169102868458532e-19, '*CH2': 2.1262732680197492e-13, '*OH': 2.8493645550672845e-15, '*CH3': 1.4988430258803823e-09, '*H2O': 3.9525713072195914e-22, '*CH4': 1.6940746635315089e-15}",-0.0013025014864419876,2.959654142822969e-06,1.0022060635211909e-08,0.0010313854917331253
186,Cd1Cu3,-0.5,4,"{'*CO': 0.9999999898512284, '*CHO': 2.3068553516133e-11, '*COH': 1.6988413238281282e-12, '*CH2O': 6.524584129848063e-18, '*CHOH': 2.5301936927894762e-17, '*C': 9.76252683236187e-09, '*CH3O': 2.185546571303215e-14, '*CH2OH': 1.0927485014338329e-18, '*CH': 1.8322605335284228e-10, '*O': 2.0666488005208026e-23, '*CH3OH': 1.1579667018098924e-20, '*CH2': 2.2675241805855925e-14, '*OH': 1.668506829674182e-16, '*CH3': 1.7820665523900485e-10, '*H2O': 4.706358596703122e-23, '*CH4': 9.407443359299297e-17}",7.693685739916048e-05,1.2952104329612455e-07,2.245111539549581e-10,5.72743371195413e-05
187,Cd1Cu3,-0.5,5,"{'*CO': 0.9999999986406306, '*CHO': 2.363499497269723e-12, '*COH': 1.7592459746920818e-13, '*CH2O': 2.4083714673394737e-19, '*CHOH': 1.4637909817241074e-18, '*C': 1.315278871259926e-09, '*CH3O': 1.0515736681108173e-15, '*CH2OH': 5.598958538954717e-20, '*CH': 2.2978591513898313e-11, '*O': 6.758671265315559e-25, '*CH3OH': 2.1826103118500987e-22, '*CH2': 2.1453495255849026e-15, '*OH': 8.318964740235589e-18, '*CH3': 1.8569285040203218e-11, '*H2O': 2.7820745711515845e-23, '*CH4': 4.487942236839473e-18}",7.693685807538947e-05,4.7809144443002375e-09,4.231731007304086e-12,2.732346123036597e-06
188,Cd1Cu3,-0.5,6,"{'*CO': 0.999999999823381, '*CHO': 2.365160285667948e-13, '*COH': 1.7655881189268835e-14, '*CH2O': 8.454588161123356e-21, '*CHOH': 8.201021135246437e-20, '*C': 1.719002548096654e-10, '*CH3O': 4.8224432093907294e-17, '*CH2OH': 2.7727950237664293e-21, '*CH': 2.680620132182884e-12, '*O': 2.149488724087996e-26, '*CH3OH': 3.936648617211673e-24, '*CH2': 1.9793398356092399e-16, '*OH': 3.9863478227174114e-19, '*CH3': 1.7838251771883529e-12, '*H2O': 2.690534180048949e-23, '*CH4': 2.0214420172455364e-19}",7.693685816638657e-05,1.6783400404912252e-10,7.63252969523197e-14,1.2306930313923032e-07
189,Cd1Cu3,-0.4,0,"{'*CO': 0.9999995417872622, '*CHO': 1.2568264604695419e-09, '*COH': 1.322719651600764e-10, '*CH2O': 3.2412780001511596e-15, '*CHOH': 4.997246705440227e-15, '*C': 4.34210718563412e-07, '*CH3O': 6.195096470417951e-12, '*CH2OH': 2.858170155250882e-16, '*CH': 9.265062427418348e-09, '*O': 1.5353866855349214e-20, '*CH3OH': 2.6760896945049974e-17, '*CH2': 2.2252736718943936e-12, '*OH': 4.6856492653837096e-14, '*CH3': 1.3339339039965307e-08, '*H2O': 8.88739142896647e-21, '*CH4': 3.970282607995915e-14}",-0.024063234117808006,6.434336654068564e-05,5.188508309100979e-07,0.02417185150374933
